Text,Sentiment,Emotion,text_length,word_count
পুলিশকে অনেক অনেক thank's,Positive,Joyful,25,4
"ধন্যবাদ অফিসার,",Positive,Joyful,15,2
ধন্যবাদ ।,Positive,Joyful,9,2
পুলিশ কে দন্যবাদ,Positive,Joyful,16,3
ইস ! পুলিশ যদি এমন হত,Positive,Joyful,21,6
পুলিশ পুলিশের মতো কাজ করেছে।,Positive,Joyful,28,5
"অবিনন্দ পুলিশ বাইদেরকে,এবংএই খবরটা প্রচারকারিকে।",Positive,Joyful,48,5
পুলিশ জে জনগনের সেবক তা বুজিয়ে দিয়েছে।সাবাস পুলিশ ভাই,Positive,Joyful,53,9
মাযের বুকে ছেলেকে পিরে পেযেচে এইটাতো বাগগের বেপার,Positive,Joyful,49,8
পারলে আরও ভাল কাজ করেন।জা সত্যি কার দেশের কাজ হয়,Positive,Joyful,48,10
মায়ের ছেলে মায়ের কোলে ফিরে এল ধন্যবাদ পুলিশ ভাই কে,Positive,Joyful,50,10
"ধন্যবাদ,",Positive,Joyful,8,1
ধন্যবাদ পুলিশ ভাই,Positive,Joyful,17,3
অসাধারণ।,Positive,Joyful,8,1
খুব খুশি হইলাম,Positive,Joyful,14,3
অশেষ ধন্যবাদ,Positive,Joyful,12,2
thx পুলিশ,Positive,Joyful,9,2
পেয়েছে ভাই তাতে দুঃখ নাই ,Positive,Joyful,26,5
ধন্যবাদ পুলিশ বাইকে,Positive,Joyful,19,3
ধন্যবাদ bd পুলিশ ভাল কাজ t করার জন্য,Positive,Joyful,36,8
পুলিশ জনগনের সেবক।,Positive,Joyful,18,3
পুলিশ ভাইদের ধন্যবাদ,Positive,Joyful,20,3
দন্যবাদ বংলাদেশ পুলিশ,Positive,Joyful,21,3
শুকরিয়া আললাহর,Positive,Joyful,14,2
আপনাকে অনেক অনেক ধন্যবাদ,Positive,Joyful,24,4
প্রতিটা অন্যায়ের প্রতিবাদে আমরা আপনাকে সাধুবাদ জানাই .,Positive,Joyful,54,8
এমন ভালবাসাই আমাদের প্রশাসনের কাছে সব সময় আসা করি।। ধন্যবাদ,Positive,Joyful,59,10
"মা দেরকে সাবধান হওনয়ার দরকার,পুলিশকে ধন্যবাদ।",Positive,Joyful,45,6
তাহলে আমার জিবনে দেখলাম পুলিস এক টা ভালো কাজ করলো,Positive,Joyful,49,10
ধন্যবাদ পুলিশ ভাইকে তাদের এ মহৎ কাজের জন্য,Positive,Joyful,42,8
পুলিশ অাজকে একটা অনেক ভরো কাজ করছে বাবারে। 😱😱😱😱,Positive,Joyful,47,9
পুলিশ ভাই ধ্যনবাদ,Positive,Joyful,17,3
"পুশিস ভাই ধন্যবাদ অাপনাকে,রাউজান তেকে।",Positive,Joyful,38,5
"সালাম হাজার সালাম পুলিস ভাই,,,",Positive,Joyful,30,5
এমন কর্তব্যপরায়ন পুলিশকে অভিনন্দন।,Positive,Joyful,34,4
তোমাদের সালাম ভাই।,Positive,Joyful,19,3
ভালো কথা,Positive,Joyful,8,2
ধন্যবাদ প্রসাশন,Positive,Joyful,15,2
খুব ভালো লাগলো খবরটি জেনে!,Positive,Joyful,26,5
ভাল কাহ,Positive,Joyful,7,2
আলহামদুলিল্লাহ্,Positive,Joyful,15,1
দেশি ভাই ভালো কাজ । ভালো লাগলো।,Positive,Joyful,31,7
মেহেদি!!! তোমার হারিয়ে যাওয়া ভাই 😂😂😂,Positive,Joyful,36,6
ধন্যবাদ তোমাকে।,Positive,Joyful,15,2
"এই কাজের জন্য, ধন্যবাদ দিতেই হয়, পুলিশ বাহিণীকে।",Positive,Joyful,48,8
আমিন,Positive,Joyful,4,1
মা,Positive,Joyful,2,1
নাটক,Positive,Joyful,4,1
কে বলে ফেছবোক কারাফ শহজে একটি অসহায় ছেলে পিরে পেলো হারানো তার মা বাবা কে,Positive,Joyful,72,15
ধন্যবাদ ইমারান ভাই আপনার জন্যই এইটা জানতে পারলাম । অমিও সেয়ার করেছিলাম ।,Positive,Joyful,72,13
বাংলাদেশের সব পুলিশ যুদি এমন হত তাহলে বাংলাদশ সোনার বাংলা হত,Positive,Joyful,60,11
"পলিশ যে জনগনের বন্ধু ,এটা দেখে বুঝা যাচ্ছে।",Positive,Joyful,43,8
ভাল কর্মের জন্য অশেষ ধন্যবাদ সবাইকে,Positive,Joyful,35,6
অামি ওএকমত ইমরান সরকার।,Positive,Joyful,23,4
খুব সুন্দর কথা,Positive,Joyful,14,3
ভাল আছেন দাদা,Positive,Joyful,13,3
কিরে দোস কেমন আছিস???,Positive,Joyful,21,4
"পুলিশ ভাই ধন্যবাদ,,",Positive,Joyful,19,3
অভিন্দন পুলিশ ভাই তােমাকে,Positive,Joyful,25,4
ধন্য বাদ পুলিশ কে,Positive,Joyful,17,4
কিছু পুলিশ ভাল আছে।,Positive,Joyful,19,4
আপনাকে ধন্যবাদ।,Positive,Joyful,15,2
ধ্যনবাদ বাংলােদশ পুলিশ,Positive,Joyful,22,3
ধন্যবাদ...:-P,Positive,Joyful,13,1
পুলিশ ভাই কে ধন্যবাদ,Positive,Joyful,20,4
"পুলিশ ভাইদের আমার হাজার সালাম,",Positive,Joyful,30,5
অনেক অনেক ধন্যবাদ,Positive,Joyful,17,3
অভিনন্দন ভাই।পুলিশ ভাইকেও অভিনন্দন জানাই,Positive,Joyful,40,5
ইমরান ভাই আপনে আললাহ হাজার বছর বাছিয়ে রাকুক,Positive,Joyful,43,8
অ‌ভিনন্দন আপনা‌কেও,Positive,Joyful,18,2
পুলিশ ভাইকে,Positive,Joyful,11,2
বন্ধু,Positive,Joyful,5,1
স্যালোট পুলিশ বাহিনীকে,Positive,Joyful,23,3
"ইমরান ভাই দন্য বাদ,",Positive,Joyful,19,4
10000000000000000000000+ স্যালুট।,Positive,Joyful,33,2
ধন বাদ,Positive,Joyful,6,2
ধন্যবাদ পুলিশবাহিনীকে ভালো কাজটি করার জন্য।,Positive,Joyful,43,6
একবার গুরে আসুন আমার এই পেইজে ভালো না লাগলে LIKE ফেরত https://m.facebook.com/profile.php?id=344230675763613,Positive,Joyful,107,12
বাংলাদেশের পুলিশ এ রকম হয়া চাই,Positive,Joyful,30,6
বাংলাদেশ পুলিশ কে অভিনন্দন।,Positive,Joyful,27,4
অভিনন্দন বাংলাদেশ পুলিশকে,Positive,Joyful,25,3
বাংলাদেশের গব পুলিশ,Positive,Joyful,19,3
সাবাস Bangladeshপুলিশ,Positive,Joyful,21,2
একদ্ম ঠিক,Positive,Joyful,9,2
গুলিস্তান দিয়ে জাইতে শুনেছি এখন আমি অনেক দুরে আছি কাল্কে খবর নিবো।,Positive,Joyful,66,12
আচ্ছা,Positive,Joyful,5,1
ধন্যবাদ আল্লাহ্‌ সুবহানাতালা,Positive,Joyful,28,3
"মোস্তাক ভাই, শুভ নবর্বষ। পহেলা বৈশাখেও ডিউটি পালন করার জন্য ধন্যবাদ।।",Positive,Joyful,69,11
